#LIBRARY    ENDF/B-VII.1
#REACTION   U-235(N,F`),SIG
#NUCLEUS    U-235
#MF         3
#MT         19
#EN-MIN     1e-05
#EN-MAX     2e+07
#E,eV        Sig,b        Interpolation
 5.57338905e+00 17.306316 Lin-Lin
 5.60277176e+00 17.148594 Lin-Lin
 5.63215494e+00 16.888937 Lin-Lin
 5.71161413e+00 16.071182 Lin-Lin
 5.74150181e+00 15.838237 Lin-Lin
 5.77138948e+00 15.694656 Lin-Lin
 5.79414225e+00 15.661181 Lin-Lin
 5.81741619e+00 15.708033 Lin-Lin
 5.83786249e+00 15.827693 Lin-Lin
 5.85830832e+00 16.032389 Lin-Lin
 5.87875462e+00 16.335861 Lin-Lin
 5.89879179e+00 16.745783 Lin-Lin
 5.91381931e+00 17.138784 Lin-Lin
 5.92884684e+00 17.617197 Lin-Lin
 5.94387484e+00 18.194448 Lin-Lin
 5.95890236e+00 18.886803 Lin-Lin
 5.97032976e+00 19.502214 Lin-Lin
 5.98175716e+00 20.205349 Lin-Lin
 5.99318409e+00 21.007387 Lin-Lin
 6.00461149e+00 21.920685 Lin-Lin
 6.01603889e+00 22.958544 Lin-Lin
 6.02746630e+00 24.134747 Lin-Lin
 6.03889370e+00 25.462698 Lin-Lin
 6.05032110e+00 26.954084 Lin-Lin
 6.06174803e+00 28.616930 Lin-Lin
 6.07317543e+00 30.452995 Lin-Lin
 6.08460283e+00 32.454681 Lin-Lin
