#LIBRARY    ENDF/B-VIII.1
#REACTION   AM-241(N,TOT),SIG
#NUCLEUS    Am-241
#MF         3
#MT         1
#EN-MIN     1e-05
#EN-MAX     3e+07
#E,eV        Sig,b        Interpolation
 3.99070770e-01 469.860657 Lin-Lin
 3.99083853e-01 469.782196 Lin-Lin
 3.99642080e-01 466.438385 Lin-Lin
 4.01879311e-01 455.111786 Lin-Lin
 4.03865844e-01 445.060913 Lin-Lin
 4.04714197e-01 441.458710 Lin-Lin
 4.08129215e-01 426.970917 Lin-Lin
 4.08986539e-01 423.952606 Lin-Lin
 4.10410523e-01 418.944824 Lin-Lin
 4.12432522e-01 411.846954 Lin-Lin
 4.13298875e-01 409.368744 Lin-Lin
 4.16796535e-01 399.375702 Lin-Lin
 4.17672068e-01 397.393585 Lin-Lin
 4.21201587e-01 389.413849 Lin-Lin
 4.22086388e-01 387.898865 Lin-Lin
 4.25049871e-01 382.832703 Lin-Lin
 4.25647974e-01 381.813080 Lin-Lin
 4.26542103e-01 380.750336 Lin-Lin
 4.30135995e-01 376.487640 Lin-Lin
 4.31039542e-01 375.864197 Lin-Lin
 4.34687346e-01 373.355499 Lin-Lin
 4.35600460e-01 373.153534 Lin-Lin
 4.38899517e-01 372.430725 Lin-Lin
 4.40204233e-01 372.754150 Lin-Lin
 4.43543583e-01 373.588593 Lin-Lin
 4.44851220e-01 374.566681 Lin-Lin
 4.46400076e-01 375.728180 Lin-Lin
 4.48231310e-01 377.105255 Lin-Lin
 4.49541718e-01 378.773254 Lin-Lin
 4.52963054e-01 383.134705 Lin-Lin
 4.54298377e-01 385.581390 Lin-Lin
 4.57739055e-01 391.891357 Lin-Lin
 4.57983106e-01 392.488220 Lin-Lin
 4.60082293e-01 397.624634 Lin-Lin
 4.62582469e-01 403.745972 Lin-Lin
 4.64950472e-01 411.169037 Lin-Lin
 4.67471421e-01 419.077026 Lin-Lin
 4.69864458e-01 428.119751 Lin-Lin
 4.70745921e-01 431.452667 Lin-Lin
 4.74066615e-01 445.927704 Lin-Lin
 4.74824578e-01 449.720673 Lin-Lin
 4.77387309e-01 462.550751 Lin-Lin
 4.78162259e-01 466.993652 Lin-Lin
 4.80754852e-01 481.862335 Lin-Lin
 4.81523484e-01 486.904907 Lin-Lin
 4.84122366e-01 503.960236 Lin-Lin
 4.84908253e-01 509.860626 Lin-Lin
 4.87537414e-01 529.606689 Lin-Lin
 4.88316923e-01 536.311890 Lin-Lin
 4.90952462e-01 558.990356 Lin-Lin
 4.91749436e-01 566.722351 Lin-Lin
 4.93549883e-01 584.195557 Lin-Lin
 4.95206177e-01 602.050415 Lin-Lin
 4.95869190e-01 609.199768 Lin-Lin
 4.96147305e-01 612.199646 Lin-Lin
 4.97816890e-01 632.234802 Lin-Lin
 4.98756945e-01 643.518311 Lin-Lin
 5.00427604e-01 665.882324 Lin-Lin
 5.01390994e-01 678.781921 Lin-Lin
 5.02865016e-01 700.846558 Lin-Lin
 5.03075182e-01 703.993469 Lin-Lin
 5.04025102e-01 718.221802 Lin-Lin
 5.05722702e-01 746.726318 Lin-Lin
 5.06683946e-01 762.870056 Lin-Lin
 5.08382738e-01 794.957642 Lin-Lin
 5.09355128e-01 813.330505 Lin-Lin
 5.09959519e-01 826.209778 Lin-Lin
 5.11067629e-01 849.832886 Lin-Lin
 5.12026370e-01 870.278320 Lin-Lin
 5.13752520e-01 911.059998 Lin-Lin
 5.13832331e-01 912.945801 Lin-Lin
 5.15342891e-01 951.787415 Lin-Lin
 5.15638292e-01 959.385803 Lin-Lin
 5.16462684e-01 982.488220 Lin-Lin
 5.17444193e-01 1009.999939 Lin-Lin
 5.18277884e-01 1035.482910 Lin-Lin
 5.19250154e-01 1065.209106 Lin-Lin
 5.19587994e-01 1076.493286 Lin-Lin
 5.20093083e-01 1093.367920 Lin-Lin
 5.21081567e-01 1126.403687 Lin-Lin
 5.21908224e-01 1156.627808 Lin-Lin
 5.22912979e-01 1193.369995 Lin-Lin
 5.23079991e-01 1200.054810 Lin-Lin
 5.23749053e-01 1226.851074 Lin-Lin
 5.24744391e-01 1266.723999 Lin-Lin
 5.25383294e-01 1294.753052 Lin-Lin
 5.25589824e-01 1303.818848 Lin-Lin
 5.26575804e-01 1347.103882 Lin-Lin
 5.27430654e-01 1388.232178 Lin-Lin
 5.28162837e-01 1423.470459 Lin-Lin
 5.28433084e-01 1436.480591 Lin-Lin
 5.29271424e-01 1480.728760 Lin-Lin
 5.30015886e-01 1520.031494 Lin-Lin
 5.30290365e-01 1534.524780 Lin-Lin
 5.31129122e-01 1583.042358 Lin-Lin
 5.31868994e-01 1625.848755 Lin-Lin
 5.32147586e-01 1641.976440 Lin-Lin
 5.32986760e-01 1695.096069 Lin-Lin
 5.33719182e-01 1741.465942 Lin-Lin
 5.34004867e-01 1759.562378 Lin-Lin
 5.34844458e-01 1817.495728 Lin-Lin
 5.35566509e-01 1867.329102 Lin-Lin
 5.35791397e-01 1882.857300 Lin-Lin
 5.36702096e-01 1951.055420 Lin-Lin
 5.37413836e-01 2004.361450 Lin-Lin
 5.37577927e-01 2016.656616 Lin-Lin
 5.38595080e-01 2099.018555 Lin-Lin
 5.39261162e-01 2152.961914 Lin-Lin
 5.39364457e-01 2161.329102 Lin-Lin
 5.40488064e-01 2259.258057 Lin-Lin
 5.40661156e-01 2274.345947 Lin-Lin
 5.41150987e-01 2317.058350 Lin-Lin
 5.42090118e-01 2404.860107 Lin-Lin
 5.42381048e-01 2432.071289 Lin-Lin
 5.43059647e-01 2495.547607 Lin-Lin
 5.43519020e-01 2541.385742 Lin-Lin
 5.44274032e-01 2616.742188 Lin-Lin
 5.44947982e-01 2684.023682 Lin-Lin
 5.44968307e-01 2686.052979 Lin-Lin
 5.46376944e-01 2836.537109 Lin-Lin
 5.46985149e-01 2901.535889 Lin-Lin
 5.47805905e-01 2989.261230 Lin-Lin
 5.47831297e-01 2991.980469 Lin-Lin
 5.49254954e-01 3154.116211 Lin-Lin
 5.50599992e-01 3307.345215 Lin-Lin
 5.50704062e-01 3319.207031 Lin-Lin
 5.51437438e-01 3402.794189 Lin-Lin
 5.52636206e-01 3541.506592 Lin-Lin
 5.54568350e-01 3765.173096 Lin-Lin
 5.56220472e-01 3956.498535 Lin-Lin
 5.56336582e-01 3969.943604 Lin-Lin
 5.56815624e-01 4025.430176 Lin-Lin
 5.58743119e-01 4232.422363 Lin-Lin
 5.59050560e-01 4265.449707 Lin-Lin
 5.59691250e-01 4334.265137 Lin-Lin
 5.61022401e-01 4462.937500 Lin-Lin
